0.4336	0.2922	0.0216	0.9465	0.306	0.0288	0.4772
0.439	0.2979	0.0214	0.9463	0.3092	0.029	0.477
0.4445	0.3035	0.0211	0.9461	0.3125	0.0292	0.4767
0.4499	0.3091	0.0208	0.9458	0.3159	0.0294	0.4764
0.4553	0.3148	0.0205	0.9456	0.3193	0.0296	0.4762
0.4607	0.3204	0.0201	0.9453	0.3228	0.0298	0.4759
0.4661	0.3261	0.0197	0.945	0.3264	0.03	0.4756
0.4716	0.3318	0.0192	0.9448	0.33	0.0301	0.4753
0.477	0.3374	0.0188	0.9444	0.3338	0.0302	0.475
0.4824	0.3431	0.0183	0.9441	0.3376	0.0304	0.4747
0.4878	0.3488	0.0178	0.9438	0.3416	0.0305	0.4745
0.4932	0.3545	0.0173	0.9434	0.3456	0.0306	0.4742
0.4987	0.3601	0.0167	0.9431	0.3497	0.0307	0.4739
0.5041	0.3659	0.0161	0.9427	0.354	0.0308	0.4735
0.5095	0.3716	0.0155	0.9424	0.3583	0.0308	0.4732
0.5149	0.3773	0.0149	0.942	0.3627	0.0309	0.4729
0.5203	0.383	0.0143	0.9416	0.3673	0.0309	0.4727
0.5258	0.3887	0.0136	0.9413	0.372	0.031	0.4724
0.5312	0.3944	0.0129	0.9409	0.3767	0.031	0.4721
0.5366	0.4001	0.0122	0.9406	0.3817	0.031	0.4718
0.542	0.4058	0.0115	0.9402	0.3867	0.031	0.4715
0.5474	0.4115	0.0107	0.9399	0.3919	0.0309	0.4713
0.5529	0.4173	0.01	0.9396	0.3971	0.0309	0.471
0.5583	0.423	0.0092	0.9393	0.4026	0.0309	0.4707
0.5637	0.4287	0.0085	0.939	0.4081	0.0308	0.4704
0.5691	0.4344	0.0077	0.9387	0.4138	0.0308	0.4702
0.5745	0.4401	0.0069	0.9384	0.4196	0.0307	0.4699
0.58	0.4458	0.0061	0.9381	0.4255	0.0306	0.4697
0.5854	0.4515	0.0053	0.9378	0.4315	0.0305	0.4695
0.5908	0.4572	0.0045	0.9376	0.4377	0.0304	0.4693
0.5962	0.4628	0.0037	0.9374	0.4441	0.0303	0.4691
0.6016	0.4685	0.0029	0.9372	0.4505	0.0301	0.4689
0.6071	0.4742	0.002	0.937	0.4571	0.03	0.4687
0.6125	0.4798	0.0012	0.9368	0.4638	0.0299	0.4685
0.6179	0.4854	0.0003	0.9366	0.4707	0.0297	0.4684
0.6233	0.4911	-0.0006	0.9365	0.4777	0.0296	0.4682
0.6287	0.4967	-0.0014	0.9363	0.4847	0.0294	0.4681
0.6342	0.5022	-0.0023	0.9362	0.492	0.0292	0.468
0.6396	0.5078	-0.0031	0.9361	0.4993	0.029	0.468
0.645	0.5134	-0.004	0.936	0.5068	0.0288	0.4679
0.6504	0.5189	-0.0048	0.9359	0.5144	0.0286	0.4678
0.6558	0.5244	-0.0056	0.9358	0.5221	0.0284	0.4678
0.6613	0.5299	-0.0064	0.9358	0.53	0.0282	0.4678
0.6667	0.5354	-0.0073	0.9358	0.5378	0.0279	0.4678
0.6721	0.5408	-0.0081	0.9357	0.5458	0.0277	0.4679
0.6775	0.5462	-0.009	0.9357	0.554	0.0274	0.468
0.6829	0.5515	-0.0097	0.9357	0.5622	0.0271	0.4681
0.6884	0.5569	-0.0106	0.9357	0.5705	0.0269	0.4682
0.6938	0.5622	-0.0114	0.9357	0.5788	0.0266	0.4683
0.6992	0.5675	-0.0122	0.9357	0.5874	0.0263	0.4685
0.7046	0.5728	-0.0129	0.9357	0.5959	0.026	0.4687
0.71	0.578	-0.0137	0.9357	0.6045	0.0257	0.4689
0.7155	0.5832	-0.0145	0.9356	0.6131	0.0254	0.4692
0.7209	0.5884	-0.0153	0.9357	0.6219	0.025	0.4695
0.7263	0.5935	-0.0161	0.9357	0.6307	0.0247	0.4698
0.7317	0.5987	-0.0168	0.9357	0.6395	0.0243	0.4701
0.7371	0.6038	-0.0176	0.9356	0.6484	0.024	0.4705
0.7426	0.6088	-0.0183	0.9356	0.6573	0.0236	0.471
0.748	0.6139	-0.0191	0.9356	0.6662	0.0232	0.4714
0.7534	0.6189	-0.0198	0.9356	0.6752	0.0228	0.4718
0.7588	0.6239	-0.0205	0.9355	0.6841	0.0224	0.4723
0.7642	0.6289	-0.0213	0.9354	0.6931	0.022	0.4728
0.7697	0.6338	-0.022	0.9354	0.7021	0.0216	0.4734
0.7751	0.6387	-0.0227	0.9353	0.7111	0.0211	0.4739
0.7805	0.6436	-0.0234	0.9352	0.7201	0.0207	0.4745
0.7859	0.6485	-0.0242	0.9351	0.729	0.0202	0.4751
0.7913	0.6534	-0.0249	0.935	0.738	0.0197	0.4757
0.7968	0.6582	-0.0256	0.9348	0.7469	0.0192	0.4763
0.8022	0.663	-0.0263	0.9346	0.7558	0.0187	0.477
0.8076	0.6678	-0.027	0.9344	0.7646	0.0182	0.4776
0.813	0.6725	-0.0277	0.9342	0.7734	0.0176	0.4783
0.8184	0.6773	-0.0284	0.934	0.7821	0.0171	0.4789
0.8239	0.6821	-0.0291	0.9337	0.7908	0.0166	0.4796
0.8293	0.6868	-0.0297	0.9334	0.7995	0.016	0.4803
0.8347	0.6915	-0.0304	0.9331	0.808	0.0154	0.4809
0.8401	0.6962	-0.0311	0.9328	0.8165	0.0149	0.4816
0.8455	0.7009	-0.0317	0.9325	0.825	0.0143	0.4823
0.851	0.7056	-0.0324	0.9321	0.8333	0.0136	0.483
0.8564	0.7103	-0.033	0.9318	0.8416	0.013	0.4836
0.8618	0.715	-0.0336	0.9314	0.8498	0.0124	0.4843
0.8672	0.7197	-0.0342	0.931	0.8579	0.0118	0.4849
0.8726	0.7244	-0.0348	0.9306	0.8659	0.0112	0.4855
0.8781	0.729	-0.0354	0.9301	0.8738	0.0106	0.486
0.8835	0.7337	-0.0359	0.9297	0.8816	0.01	0.4866
0.8889	0.7384	-0.0365	0.9292	0.8894	0.0093	0.4872
0.8943	0.7431	-0.037	0.9287	0.897	0.0087	0.4877
0.8997	0.7478	-0.0374	0.9283	0.9045	0.0081	0.4881
0.9052	0.7525	-0.0379	0.9278	0.912	0.0075	0.4886
0.9106	0.7572	-0.0384	0.9273	0.9193	0.0069	0.489
0.916	0.762	-0.0388	0.9268	0.9266	0.0062	0.4894
0.9214	0.7667	-0.0392	0.9262	0.9338	0.0056	0.4898
0.9268	0.7715	-0.0395	0.9257	0.9408	0.0051	0.4901
0.9323	0.7763	-0.0399	0.9251	0.9478	0.0045	0.4904
0.9377	0.7811	-0.0402	0.9246	0.9547	0.0039	0.4906
0.9431	0.7859	-0.0405	0.924	0.9615	0.0033	0.4908
0.9485	0.7908	-0.0407	0.9235	0.9682	0.0028	0.491
0.9539	0.7957	-0.0409	0.9229	0.9748	0.0022	0.4911
0.9594	0.8006	-0.0411	0.9224	0.9814	0.0017	0.4912
0.9648	0.8056	-0.0412	0.9218	0.9878	0.0012	0.4912
0.9702	0.8106	-0.0413	0.9212	0.9942	0.0007	0.4911
0.9756	0.8156	-0.0415	0.9207	1.0005	0.0002	0.4911
0.981	0.8206	-0.0415	0.9201	1.0068	-0.0002	0.491
0.9865	0.8257	-0.0415	0.9196	1.0129	-0.0007	0.4909
0.9919	0.8309	-0.0415	0.919	1.019	-0.0011	0.4907
0.9973	0.836	-0.0415	0.9185	1.025	-0.0015	0.4905
1.0027	0.8413	-0.0414	0.918	1.031	-0.0018	0.4903
1.0081	0.8465	-0.0412	0.9174	1.0369	-0.0022	0.49
1.0136	0.8518	-0.041	0.9169	1.0428	-0.0025	0.4897
1.019	0.8571	-0.0409	0.9164	1.0486	-0.0028	0.4893
1.0244	0.8625	-0.0406	0.9159	1.0543	-0.003	0.489
1.0298	0.8679	-0.0403	0.9154	1.06	-0.0033	0.4885
1.0352	0.8733	-0.04	0.9149	1.0657	-0.0035	0.4881
1.0407	0.8788	-0.0397	0.9144	1.0713	-0.0037	0.4876
1.0461	0.8843	-0.0393	0.914	1.0769	-0.0039	0.4872
1.0515	0.8899	-0.0389	0.9136	1.0824	-0.004	0.4867
1.0569	0.8956	-0.0384	0.9131	1.0879	-0.0041	0.4862
1.0623	0.9011	-0.038	0.9127	1.0935	-0.0042	0.4856
1.0678	0.9068	-0.0375	0.9123	1.0989	-0.0042	0.4851
1.0732	0.9126	-0.0369	0.912	1.1044	-0.0042	0.4846
1.0786	0.9184	-0.0363	0.9116	1.1098	-0.0042	0.484
1.084	0.9241	-0.0358	0.9112	1.1152	-0.0042	0.4835
